days_inactive,recency_score,rfm_score,device_Mobile,category_Home & Kitchen,category_Groceries,rating,category_Electronics,total_spend,spend_per_order,device_Tablet,city_Delhi,engagement_score,gender_Male,monetary_score,churn_risk
0.2320788631313063,-0.23243981181885484,-0.8951745011717985,1,0,0,-0.8121234475205595,0,-0.5739301683611966,-0.2967438131794199,0,1,-1.0749971592697751,0,-0.5738846203511994,0
0.7074504840410197,-0.7048925753424552,0.06319569549059766,1,1,0,0.10726158740837582,0,-0.5029854141012882,-0.4635876883893734,0,0,1.1510539039290695,1,-0.5046409054425006,0
-0.8283655219749776,0.8305789061092471,-0.5414285907435162,1,0,1,1.0266466223373112,0,-0.8184491978242353,-0.4174289467096087,0,0,0.14933092548958937,0,-0.818059825555558,0
-0.572396187638978,0.5735090200743467,-1.296283880778763,1,0,1,-1.731508482449495,0,-0.9973395114351598,-0.1872594871356656,0,0,-2.2993252440291396,1,-0.9966357218990441,0
1.3656573437621613,-1.3649368773239559,-0.1817622466678987,1,0,0,0.10726158740837582,1,0.48228047170823624,-0.1617901350805249,0,0,0.14933092548958937,0,0.4829931335184127,1
0.6708834362787341,-0.6701534015539551,-0.35493493085245553,0,0,0,-1.731508482449495,1,-0.17731783460265524,-0.3187530431766493,0,0,-0.9636946061098329,0,-0.1766443611381382,0
3.267143827401015,-3.268643600933758,-0.3578951476761231,0,0,0,-0.8121234475205595,1,2.4181184677440912,2.4669216664929428,0,0,-1.5202073719095441,0,2.418172744914151,1
0.41491410194273454,-0.41308351551905464,-0.772325502989592,0,1,0,0.10726158740837582,0,-0.0840248403293158,0.06581990431140651,0,1,-0.7410894997899485,0,-0.08553420994248197,0
-0.5358291398766923,0.5387698462858466,-0.5976727103932016,1,0,1,0.10726158740837582,0,-0.9326771046793264,-0.47947036206241467,0,0,-0.18457673399023733,0,-0.9310364130381716,0
-0.09702456672926456,0.09410842179304572,-1.254840845247416,1,0,1,-0.8121234475205595,0,-0.7565813248537681,-0.046919433462083895,0,0,-1.6315099250694864,1,-0.7561049227425118,0
